run_id,mode,prompt_id,repetition,conversation_id,duration_seconds,timed_out,task_completed,strict_full_execution,final_output_usable,final_response_visible,final_response_is_error,final_response_chars,business_send_message_calls,model_send_message_tool_calls,blocked_send_message_calls,a2a_trace_records,all_host_tool_calls,used_agent_count,used_agents,required_group_coverage,required_group_coverage_ratio,exclusive_branch_violations,exact_protocol_sequence,repeated_agent_task,redundant_business_calls,failed_remote_tasks,tool_call_leak_in_final,finalize_protocol_calls,validation_log_markers,output_transport_complete,output_hotel_complete,output_ticket_complete,output_weather_adapted,output_daily_routes_complete,output_budget_complete,output_completeness_score_0_6,c1_weather_itinerary_evidence,c2_weather_transport_evidence,c3_guide_ticket_evidence,c4_itinerary_budget_hotel_evidence,c5_daily_route_evidence,c6_expense_per_capita_evidence,automatic_task_point_evidence_0_6,process_score_0_10,message_count,event_count,task_count
validation_on-travel-simplified-r65,validation_on,travel-simplified,65,a39d2fe1-f090-49ee-b535-f1fda4f5ac5a,769.428,False,True,False,True,True,False,5515,7,9,2,14,12,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,False,0,0,False,0,4,True,True,True,True,True,False,5,True,True,True,True,True,False,5,6.62,2,25,0
validation_on-travel-simplified-r66,validation_on,travel-simplified,66,a6fef35f-000a-4555-92be-5400e85775ce,530.071,False,True,True,True,True,False,4092,8,9,1,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,1,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r67,validation_on,travel-simplified,67,6f539f49-15b0-4800-acac-1a66961568b4,445.399,False,False,False,False,True,True,13865,5,10,5,10,14,5,Guide Agent|Hotel Agent|Train Agent|Transport Select Agent|Weather Agent,5/8,0.625,0,False,False,0,0,False,1,6,False,False,False,False,False,False,0,True,True,False,False,False,False,2,3.88,2,16,0
validation_on-travel-simplified-r68,validation_on,travel-simplified,68,33354308-04aa-403d-9415-b82512a191a7,16.263,False,False,False,False,True,True,67,0,0,0,0,1,0,,0/8,0.0,0,False,False,0,0,False,0,3,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.0,2,4,0
validation_on-travel-simplified-r69,validation_on,travel-simplified,69,aeb916b8-9908-448a-bea1-6328939b4a3c,839.218,False,True,True,True,True,False,4972,8,9,1,16,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,1,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r70,validation_on,travel-simplified,70,9ba9a4f2-3a13-4c2c-a355-5255ba460005,562.775,False,True,True,True,True,False,5427,8,10,2,16,13,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,28,0
validation_on-travel-simplified-r71,validation_on,travel-simplified,71,6615202c-8b23-48bb-b219-c7d2313af342,715.312,False,True,True,True,True,False,5251,8,14,6,16,16,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,7,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,28,0
validation_on-travel-simplified-r72,validation_on,travel-simplified,72,10a9cf59-6987-4f0e-b4c3-d120338c0a07,530.55,False,True,True,True,True,False,5258,8,9,1,16,13,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,2,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r73,validation_on,travel-simplified,73,0fb2b9e7-bb54-4b96-adb9-4199c11a77f5,539.33,False,True,True,True,True,False,4788,8,10,2,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r74,validation_on,travel-simplified,74,4bb9b242-c783-4b8e-8d86-a2f2ed1ee4dc,483.455,False,True,True,True,True,False,5358,8,9,1,16,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r75,validation_on,travel-simplified,75,038e8ef0-3f91-4f15-9642-1d39d1da85de,758.366,False,True,True,True,True,False,3627,8,11,3,16,13,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,28,0
validation_on-travel-simplified-r76,validation_on,travel-simplified,76,05757b95-d263-48f8-b2a5-bb194a33d52a,709.741,False,True,True,True,True,False,3721,8,11,3,16,16,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,6,False,True,True,True,True,True,5,True,True,True,True,True,True,6,10.0,2,34,0
validation_on-travel-simplified-r77,validation_on,travel-simplified,77,92fb17ba-1c66-4a4d-af53-663b4b990de3,665.941,False,True,True,True,True,False,5050,8,11,3,16,14,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,4,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,30,0
validation_on-travel-simplified-r78,validation_on,travel-simplified,78,74fc483d-55b3-4e4f-ae6c-4d32701a09b9,539.366,False,True,True,True,True,False,3532,8,9,1,16,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,1,True,True,True,False,True,True,5,False,True,True,True,True,True,5,10.0,2,24,0
validation_on-travel-simplified-r79,validation_on,travel-simplified,79,485fc5ba-09c4-48d5-b325-be76c594bcca,543.578,False,True,True,True,True,False,4265,8,9,1,16,13,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,1,False,True,True,True,True,True,5,True,True,True,True,True,True,6,10.0,2,22,0
validation_on-travel-simplified-r80,validation_on,travel-simplified,80,95ccfbdd-84e4-4b13-9c50-38a87a7468eb,584.499,False,True,True,True,True,False,3547,8,10,2,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r81,validation_on,travel-simplified,81,17076200-5d26-4f6e-9ea6-7c99fe46ce61,935.963,False,False,False,False,True,True,89,6,7,1,12,8,6,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,6/8,0.75,0,False,False,0,1,False,0,2,False,False,False,False,False,False,0,False,True,True,True,False,False,3,3.25,2,17,0
validation_on-travel-simplified-r82,validation_on,travel-simplified,82,0f2ca978-443f-4550-b2ca-2a62bcb9ad67,559.024,False,True,True,True,True,False,4951,8,15,7,16,17,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,7,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,28,0
validation_on-travel-simplified-r83,validation_on,travel-simplified,83,5f25e679-8af9-4281-b406-4b20114edfde,562.311,False,True,True,True,True,False,4786,8,9,1,16,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,1,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r84,validation_on,travel-simplified,84,d92566ce-94f9-44b0-9962-48ec80109e49,492.545,False,True,True,True,True,False,4177,8,10,2,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r85,validation_on,travel-simplified,85,6290d556-6846-4a53-be79-81f7f2095e57,516.004,False,True,True,True,True,False,3237,8,10,2,16,13,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r86,validation_on,travel-simplified,86,a3fe3174-15d4-404a-9412-31b08c337a79,763.06,False,True,True,True,True,False,4931,8,12,4,16,15,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,4,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,30,0
validation_on-travel-simplified-r87,validation_on,travel-simplified,87,b97c6899-0546-4011-ad9e-524ae58c9a26,563.693,False,True,True,True,True,False,4608,8,11,3,16,13,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,4,False,True,True,False,True,True,4,False,True,True,True,True,True,5,10.0,2,28,0
validation_on-travel-simplified-r88,validation_on,travel-simplified,88,1899c3fe-fa82-4595-852b-f587c633ebab,618.435,False,True,True,True,True,False,3304,8,10,2,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r89,validation_on,travel-simplified,89,31d8a1d8-26b0-4eed-be99-ad70b224fcf7,851.171,False,True,True,True,True,False,4979,8,16,8,16,19,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,8,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,32,0
validation_on-travel-simplified-r90,validation_on,travel-simplified,90,90d01060-4ae2-41f5-8470-8b4f83596104,1023.319,False,True,True,True,True,False,5449,8,10,2,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,False,True,True,True,True,True,5,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r91,validation_on,travel-simplified,91,f6c15f33-fe93-4f7a-a06f-7c5b97846782,662.74,False,True,True,True,True,False,4305,8,9,1,16,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,2,False,True,True,True,True,True,5,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r92,validation_on,travel-simplified,92,83bfe882-dcda-4541-b3a0-ad89fc896f1a,537.972,False,True,True,True,True,False,4908,8,15,7,16,18,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,2,9,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,30,0
validation_on-travel-simplified-r93,validation_on,travel-simplified,93,db8ffb6c-9ed8-4d15-ac2b-c356ff27baf0,468.826,False,True,True,True,True,False,3725,8,9,1,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r94,validation_on,travel-simplified,94,46b34250-1f6a-4342-87f0-97b13b1f8192,528.652,False,True,True,True,True,False,3587,8,9,1,16,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,2,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r95,validation_on,travel-simplified,95,e7b95d74-2254-4ba5-9738-124e44d0609c,510.554,False,True,True,True,True,False,4578,8,13,5,16,15,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,6,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r96,validation_on,travel-simplified,96,5e56cc38-b7d7-4470-b8fe-fdb1ad3820e3,493.619,False,True,True,True,True,False,4389,8,13,5,16,15,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,5,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r97,validation_on,travel-simplified,97,4c853d78-a70f-4dd5-ae12-13850038d1da,563.92,False,True,True,True,True,False,4690,8,10,2,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,4,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r98,validation_on,travel-simplified,98,800f4c4f-9e87-447b-ab4f-5e6ed1003dee,527.39,False,True,True,True,True,False,4818,8,9,1,16,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,3,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,24,0
validation_on-travel-simplified-r99,validation_on,travel-simplified,99,559e9ecb-26d2-4c9d-b0cf-a8a6f3b064b6,542.1,False,True,True,True,True,False,4746,8,9,1,16,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,1,2,True,True,True,True,True,True,6,True,True,True,True,True,True,6,10.0,2,26,0
validation_on-travel-simplified-r100,validation_on,travel-simplified,100,9056614f-510f-4125-a0b0-71bed5f31e32,907.882,False,True,True,True,True,False,5086,8,13,5,16,17,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,True,False,0,0,False,3,7,False,True,True,True,True,True,5,True,True,True,True,True,True,6,10.0,2,28,0
validation_off-travel-simplified-r01,validation_off,travel-simplified,1,661a9fda-8aa6-4689-9dce-d54f498d3694,522.793,False,True,False,True,True,False,4760,7,7,0,14,7,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,True,True,True,True,True,False,5,True,False,True,False,True,False,3,6.25,2,16,0
validation_off-travel-simplified-r02,validation_off,travel-simplified,2,f815e6f4-158e-4c82-9fa2-0dcc06f81490,368.958,False,False,False,False,False,False,0,7,7,0,14,7,5,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Weather Agent,5/8,0.625,0,False,True,2,0,False,0,0,False,False,False,False,False,False,0,False,False,True,True,False,False,2,3.88,2,12,0
validation_off-travel-simplified-r03,validation_off,travel-simplified,3,87031816-2b73-4c81-8773-e27327b4752b,109.071,False,False,False,False,False,False,0,4,4,0,8,4,4,Guide Agent|Train Agent|Transport Select Agent|Weather Agent,4/8,0.5,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,3.5,2,6,0
validation_off-travel-simplified-r04,validation_off,travel-simplified,4,360a93eb-b7cb-4f03-86e3-bf3d645a693a,60.954,False,False,False,False,False,False,0,2,2,0,4,3,2,Transport Select Agent|Weather Agent,2/8,0.25,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.75,2,8,0
validation_off-travel-simplified-r05,validation_off,travel-simplified,5,08b22b0f-655f-46b8-9810-c5f189259a4e,100.782,False,False,False,False,False,False,0,9,9,0,18,10,3,Train Agent|Transport Select Agent|Weather Agent,3/8,0.375,0,False,True,6,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,3.12,2,8,0
validation_off-travel-simplified-r06,validation_off,travel-simplified,6,24b1eea3-7765-47a5-af86-3c9233a38ce9,306.63,False,True,False,True,True,False,5402,8,8,0,16,8,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,2,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,8,0
validation_off-travel-simplified-r07,validation_off,travel-simplified,7,995d9f45-22f1-4d94-b964-702751ff92ad,347.576,False,True,False,True,True,False,4067,9,9,0,18,9,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,1,0,False,0,0,True,True,True,True,True,True,6,True,True,True,True,True,True,6,7.0,2,14,0
validation_off-travel-simplified-r08,validation_off,travel-simplified,8,7424e4bd-8896-48ac-a6dc-8bdba75fd4a1,516.773,False,True,False,True,True,False,4885,13,13,0,26,14,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,5,0,False,0,0,True,True,True,True,True,True,6,True,True,True,True,True,True,6,7.0,2,16,0
validation_off-travel-simplified-r09,validation_off,travel-simplified,9,bea8ec4f-0dc6-4c3a-88cb-0a0539080258,290.114,False,True,False,True,True,False,4861,7,7,0,14,7,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,10,0
validation_off-travel-simplified-r10,validation_off,travel-simplified,10,696615e3-a28b-4cb2-823e-3f81c09d6686,380.75,False,True,False,True,True,False,5936,11,11,0,22,12,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,3,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,14,0
validation_off-travel-simplified-r11,validation_off,travel-simplified,11,7f57bd63-4b16-4baf-8bf1-9f331318ee05,279.603,False,False,False,False,False,False,0,8,8,0,16,8,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,True,True,True,False,False,3,4.62,2,10,0
validation_off-travel-simplified-r12,validation_off,travel-simplified,12,87b403ad-d485-445e-b206-c0a8d31df2f5,393.909,False,True,False,True,True,False,4836,11,11,0,22,11,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,3,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,14,0
validation_off-travel-simplified-r13,validation_off,travel-simplified,13,0e48034f-ef71-4eb8-9c74-df1f067c58d3,457.742,False,True,False,True,True,False,4751,11,11,0,22,11,7,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,7/8,0.875,0,False,True,4,0,False,0,0,True,True,True,True,True,True,6,True,False,True,True,True,True,5,6.62,2,12,0
validation_off-travel-simplified-r14,validation_off,travel-simplified,14,6a0c64f3-52ab-481f-9a0c-592437b98152,354.212,False,True,False,True,True,False,4194,7,7,0,14,7,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,True,True,True,True,True,False,5,True,False,True,False,True,False,3,6.25,2,10,0
validation_off-travel-simplified-r15,validation_off,travel-simplified,15,b73f015c-f588-4de5-89ab-0505dd03bf24,342.55,False,True,False,True,True,False,4272,16,16,0,32,17,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,8,0,False,0,0,True,True,True,False,True,True,5,False,True,True,False,True,True,4,7.0,2,14,0
validation_off-travel-simplified-r16,validation_off,travel-simplified,16,0a094f81-cde7-4d46-a1a7-257f81a33e0d,395.169,False,True,False,True,True,False,4022,14,14,0,28,14,8,Flight Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,1,False,True,6,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.62,2,12,0
validation_off-travel-simplified-r17,validation_off,travel-simplified,17,e241773c-310b-47c4-94e2-6b0bafd8fc9c,206.459,False,False,False,False,False,False,0,4,4,0,8,4,3,Guide Agent|Train Agent|Weather Agent,3/8,0.375,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,3.12,2,10,0
validation_off-travel-simplified-r18,validation_off,travel-simplified,18,5a0dd9ba-1b0f-4780-8226-b5c087d80bed,127.719,False,False,False,False,False,False,0,4,4,0,8,4,3,Train Agent|Transport Select Agent|Weather Agent,3/8,0.375,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,True,False,False,False,False,1,3.12,2,8,0
validation_off-travel-simplified-r19,validation_off,travel-simplified,19,a8477dcf-90d9-4b2a-a9a6-018f101d6315,33.289,False,False,False,False,False,False,0,0,0,0,0,1,0,,0/8,0.0,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.0,2,4,0
validation_off-travel-simplified-r20,validation_off,travel-simplified,20,a4f680a4-e30d-40b5-8112-f2fb8ef89ad0,519.659,False,True,False,True,True,False,5410,14,14,0,28,15,9,Budget Agent|Flight Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,1,False,True,5,0,False,0,0,True,True,True,True,True,True,6,True,False,True,True,True,True,5,7.0,2,16,0
validation_off-travel-simplified-r21,validation_off,travel-simplified,21,55b3b1b4-83ef-4caa-8b13-8af33c0228af,327.77,False,True,False,True,True,False,4386,9,9,0,18,9,7,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,7/8,0.875,0,False,True,2,0,False,0,0,True,True,True,True,True,False,5,True,True,True,False,True,False,4,6.62,2,12,0
validation_off-travel-simplified-r22,validation_off,travel-simplified,22,8ad27cae-415f-46d0-9aeb-acf58b02008e,43.645,False,False,False,False,False,False,0,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r23,validation_off,travel-simplified,23,d636c82b-fa58-4e90-8eeb-c665f0cceeca,35.005,False,False,False,False,False,False,0,1,1,0,2,1,1,Weather Agent,1/8,0.125,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.38,2,4,0
validation_off-travel-simplified-r24,validation_off,travel-simplified,24,21c3b0f8-464b-4b2b-b14e-9f2bc439716c,455.389,False,True,False,True,True,False,4302,11,11,0,22,12,7,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,7/8,0.875,0,False,True,4,0,False,0,0,True,True,True,True,True,True,6,True,False,True,True,True,True,5,6.62,2,16,0
validation_off-travel-simplified-r25,validation_off,travel-simplified,25,065a326b-d129-4047-9aa3-416cdbfceeb4,118.594,False,False,False,False,False,False,0,3,3,0,6,3,2,Train Agent|Weather Agent,2/8,0.25,0,False,True,1,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.75,2,8,0
validation_off-travel-simplified-r26,validation_off,travel-simplified,26,c3ffeda7-7fa1-4195-987f-a32b947a211a,454.927,False,True,False,True,True,False,5676,11,11,0,22,11,7,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,7/8,0.875,0,False,True,4,0,False,0,0,True,True,True,True,True,True,6,True,False,True,False,True,True,4,6.62,2,14,0
validation_off-travel-simplified-r27,validation_off,travel-simplified,27,4a42e21f-92af-44bc-95ab-38067eb00134,74.609,False,False,False,False,False,False,0,2,2,0,4,2,2,Train Agent|Weather Agent,2/8,0.25,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.75,2,6,0
validation_off-travel-simplified-r28,validation_off,travel-simplified,28,4aaa0d6d-80d5-4004-9305-277a8489cdf1,120.218,False,False,False,False,False,False,0,3,3,0,6,4,3,Guide Agent|Transport Select Agent|Weather Agent,3/8,0.375,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,3.12,2,8,0
validation_off-travel-simplified-r29,validation_off,travel-simplified,29,1be8979f-e14a-4b2d-8946-743b6fe9ccf7,389.4,False,False,False,False,False,False,0,9,9,0,18,10,6,Guide Agent|Hotel Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,6/8,0.75,0,False,True,3,0,False,0,0,False,False,False,False,False,False,0,False,True,True,True,False,False,3,4.25,2,16,0
validation_off-travel-simplified-r30,validation_off,travel-simplified,30,07227d3c-8d75-4fee-aaa0-2e6ebbb00ffd,60.257,False,False,False,False,False,False,0,2,2,0,4,3,2,Transport Select Agent|Weather Agent,2/8,0.25,0,False,False,0,0,False,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,0,2.75,2,8,0
validation_off-travel-simplified-r31,validation_off,travel-simplified,31,830e690c-4a8f-4c28-aaa5-975c839ebf26,358.679,False,True,False,True,True,False,4297,7,7,0,14,7,6,Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Weather Agent,6/8,0.75,0,False,True,1,0,False,0,0,True,True,True,True,True,False,5,True,False,True,True,True,False,4,6.25,2,12,0
validation_off-travel-simplified-r32,validation_off,travel-simplified,32,6d290b7f-5ad4-4e8f-84a0-91f0faec37cd,296.096,False,True,False,True,True,False,4334,13,13,0,26,14,8,Budget Agent|Guide Agent|Hotel Agent|Public Transport Agent|Ticket Agent|Train Agent|Transport Select Agent|Weather Agent,8/8,1.0,0,False,True,5,0,False,0,0,True,True,True,True,True,True,6,True,True,True,False,True,True,5,7.0,2,18,0
